,Participant,Day,Mood,Valence,Arousal,Activity,Screen,Calls,SMS,Entertainment,Finance,Communication,Games,Office,Social,Travel,Utilities,Weather
463,7.0,52.0,6.0,0.25,-0.5,0.047178819444444485,702.6440005302429,0.0,0.0,0.0,0.0,156.572,0.0,0.0,237.624,0.0,0.0,0.0
464,7.0,53.0,6.0,0.6666666666666666,-0.8333333333333334,0.00542983716475096,2228.388000011444,0.0,3.0,835.74,0.0,704.723,0.0,0.0,700.6910000000001,0.0,0.0,0.0
465,7.0,54.0,5.8,0.6,-0.8,0.02225241545893721,864.7580003738399,0.0,0.0,109.162,0.0,122.74300000000001,0.0,0.0,461.77599999999995,0.0,0.0,0.0
466,7.0,55.0,5.75,0.25,-0.25,0.030996148459383754,2025.4379999637604,0.0,0.0,111.408,0.0,1157.159,0.0,0.0,694.2059999999999,0.0,0.0,0.0
467,7.0,56.0,6.666666666666667,1.0,-0.5,0.034825039929765,3999.0009987354206,0.0,0.0,202.554,0.0,3192.407,0.0,0.0,523.0989999999999,0.0,0.0,0.0
468,7.0,57.0,7.0,0.8,0.4,0.03731409855296445,5458.796000480648,0.0,0.0,3751.7479999999996,0.0,9933.223000000002,0.0,0.0,442.89700000000005,0.0,202.552,0.0
469,7.0,58.0,7.2,1.0,-0.4,0.18173800770308124,703.1720004081726,0.0,0.0,29.418000000000006,0.0,157.96099999999998,0.0,0.0,436.494,0.0,3.172,0.0
470,7.0,59.0,7.4,1.0,0.4,0.22181372986475956,883.257999897003,0.0,0.0,0.0,0.0,1322.47,0.0,0.0,437.16499999999996,0.0,44.214,0.0
471,7.0,60.0,6.8,1.0,-0.2,0.04327761276924563,1968.681000471115,1.0,0.0,0.0,0.0,780.0079999999999,0.0,0.0,681.4110000000001,0.0,0.0,0.0
472,7.0,61.0,6.666666666666667,1.0,-1.0,0.0026041666666666687,263.81499981880165,0.0,0.0,0.0,0.0,36.584,0.0,0.0,204.48199999999997,0.0,0.0,0.0
473,7.0,-8.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,7.0,-16.0,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,7.0,-15.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,7.0,-5.0,,,,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,7.0,-2.0,,,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,8.0,0.0,7.0,1.0,0.0,,3007.833998918533,3.0,1.0,1447.4560000000001,0.0,1221.0810000000004,0.0,2.113,0.0,0.0,2.0199999999999996,0.0
479,8.0,1.0,7.0,0.6666666666666666,0.0,0.06284722222222221,4706.241000652313,0.0,0.0,4606.764999999999,0.0,2687.0550000000003,0.0,13.309000000000001,122.56800000000001,193.317,1.003,3.02
480,8.0,2.0,6.75,0.25,0.75,0.033333333333333305,7160.279999732974,0.0,1.0,35937.645000000004,0.0,3187.773,0.0,0.0,18.333,193.588,3.0539999999999994,0.0
481,8.0,3.0,7.25,0.5,0.5,0.07916666666666668,5929.984000682831,0.0,0.0,1067.7350000000001,54.492000000000004,3151.8010000000004,0.0,4.090999999999999,903.155,250.549,20.666999999999998,0.0
482,8.0,4.0,6.2,-0.2,0.4,0.025694444444444447,7212.1930012702915,1.0,0.0,3985.339,106.12,2417.2350000000006,0.0,10.256,122.99900000000002,32.474000000000004,3.016,17.433
483,8.0,5.0,7.75,0.75,0.5,0.08631557618626584,8552.027000188831,3.0,2.0,2757.0009999999997,61.349,1505.181,0.0,1.004,318.847,0.0,75.99900000000001,0.0
484,8.0,6.0,7.8,0.8,-0.4,0.027083333333333348,4169.421998977661,1.0,0.0,2440.0,0.0,790.652,0.0,0.0,501.6170000000001,1.01,0.0,14.396
485,8.0,7.0,8.25,1.0,-0.25,0.07977843915343912,10467.484001874927,4.0,0.0,5631.858,56.07100000000001,2641.962,0.0,6.096,293.719,983.769,70.97200000000001,0.0
486,8.0,8.0,8.0,1.0,-0.4,0.08229166666666668,7516.97699904442,5.0,0.0,3166.781,0.0,3478.2230000000004,0.0,0.0,188.847,157.702,3.242,0.0
487,8.0,9.0,7.75,1.0,-1.0,0.11195652173913047,8669.2909989357,2.0,1.0,3177.558,21.601,3493.521,0.0,0.0,491.89300000000003,0.0,4.061,50.67
488,8.0,10.0,7.0,0.2,-0.2,0.08333333333333336,6808.904999494553,3.0,0.0,2077.0019999999995,97.282,3363.6079999999997,0.0,4.1,10.145,576.3829999999999,4.042999999999999,0.0
489,8.0,11.0,7.6,0.6,0.0,0.07986111111111115,12936.086001157757,5.0,0.0,4216.561,123.632,5259.525,0.0,0.0,107.098,137.18,5.071000000000001,0.0
490,8.0,12.0,6.2,0.0,0.2,0.041386554621848724,3616.1849999427823,2.0,0.0,1408.9720000000002,0.0,698.093,0.0,0.0,33.83,0.0,59.26199999999999,32.864000000000004
491,8.0,13.0,7.6,0.6,0.0,0.18090277777777777,6119.871999502183,3.0,0.0,1529.534,97.28999999999999,2006.6190000000004,0.0,4.04,209.625,1508.7709999999997,0.0,0.0
492,8.0,14.0,7.25,0.75,-0.75,0.07604166666666666,6912.645999670028,3.0,1.0,2802.714,47.772000000000006,3102.5339999999997,175.019,0.0,166.31900000000005,275.00200000000007,3.0869999999999997,0.0
493,8.0,15.0,7.5,0.75,0.0,0.11562500000000002,5465.0930008888245,0.0,0.0,2117.3230000000003,0.0,3022.0789999999997,80.992,1.012,109.2,0.0,1.007,0.0
494,8.0,16.0,6.8,0.8,-0.4,0.13888888888888892,7160.648002386095,0.0,0.0,3578.5989999999997,51.71,2888.572,0.0,4.025,260.428,0.0,22.322000000000003,24.224
495,8.0,17.0,6.2,0.0,-0.5,0.07812500000000004,5353.679001808166,0.0,0.0,1657.547,76.338,2635.4200000000005,0.0,3.043,301.159,348.162,0.0,90.352
496,8.0,18.0,7.2,0.6,0.0,0.08645833333333332,4055.727000236513,0.0,1.0,17314.980999999992,160.191,1722.9769999999999,0.0,1.032,34.37100000000001,389.942,0.0,0.0
497,8.0,19.0,6.5,0.25,0.25,0.034126984126984145,4303.1010003089905,3.0,0.0,2041.4039999999995,23.372,1715.1350000000002,0.0,0.0,28.382,26.014,0.0,0.0
498,8.0,20.0,6.0,0.0,0.75,0.030357142857142853,2158.587001562118,1.0,0.0,921.554,0.0,826.8670000000001,0.0,0.0,196.271,0.0,2.019,0.0
499,8.0,21.0,6.8,0.6,0.0,0.11428571428571425,5562.076999187466,0.0,0.0,690.963,23.749,765.3009999999998,0.0,0.0,0.0,598.908,0.0,0.0
500,8.0,22.0,7.0,0.8,0.0,0.06944444444444445,2841.563000202179,2.0,0.0,1146.349,0.0,1664.717,0.0,0.0,0.0,0.0,59.098000000000006,0.0
501,8.0,23.0,6.0,0.0,-0.8,0.1722222222222222,1216.8459997177122,0.0,1.0,273.882,0.0,503.457,0.0,0.0,0.0,411.041,1.008,0.0
502,8.0,24.0,5.8,-0.2,-0.2,0.08333333333333319,823.1890001296997,1.0,1.0,482.67,0.0,186.68600000000004,0.0,5.029,0.0,77.72,0.0,0.0
503,8.0,25.0,6.0,0.0,0.0,0.08854166666666669,1799.896999597549,1.0,1.0,1042.797,148.776,595.632,0.0,0.0,0.0,0.0,0.0,0.0
504,8.0,26.0,5.5,-0.25,-0.5,0.015584415584415586,588.7820003032684,0.0,0.0,419.4920000000001,0.0,262.839,0.0,0.0,0.0,0.0,0.0,0.0
505,8.0,27.0,7.0,0.75,0.0,0.11045653907496016,2211.44800043106,1.0,1.0,651.998,36.512,1268.037,0.0,0.0,0.0,43.02400000000001,5.106999999999999,0.0
506,8.0,28.0,6.6,0.6,-1.2,0.11473829201101932,2364.1620001792908,2.0,1.0,1488.692,80.219,516.495,0.0,72.352,38.117,22.127,3.0109999999999997,0.0
507,8.0,29.0,8.0,1.0,0.25,0.11314935064935065,1896.4769990444192,0.0,0.0,584.247,0.0,761.494,0.0,4.0280000000000005,36.476,475.38599999999997,0.0,0.0
508,8.0,30.0,6.25,0.25,0.0,0.04154829545454543,421.08100032806396,0.0,0.0,208.96999999999997,0.0,248.21,0.0,0.0,267.892,61.328,0.0,0.0
509,8.0,31.0,6.5,0.5,-1.0,0.015309343434343441,848.1339998245236,2.0,0.0,554.882,32.886,66.779,0.0,0.0,0.0,0.0,2.205,0.0
510,8.0,32.0,6.6,0.4,-0.2,0.06439393939393938,2612.3979995250684,15.0,0.0,1426.935,0.0,835.9220000000001,0.0,0.0,26.468000000000004,0.0,0.0,0.0
511,8.0,33.0,6.333333333333333,0.3333333333333333,-0.3333333333333333,0.03922032828282828,2925.293999671936,2.0,2.0,1200.412,71.327,765.12,0.0,0.0,28.135,0.0,0.0,0.0
512,8.0,34.0,7.2,1.0,0.2,0.042032828282828276,763.8369996547698,5.0,0.0,422.545,0.0,302.97900000000004,0.0,0.0,0.0,4.024,0.0,5.032
513,8.0,35.0,7.25,1.0,0.25,0.11581439393939394,1263.7550008296964,0.0,0.0,976.648,47.889,644.2679999999999,0.0,0.0,0.0,0.0,0.0,14.066
514,8.0,36.0,8.0,1.0,0.0,0.1102693602693603,1797.3450000286102,0.0,0.0,404.52,203.255,1051.7220000000002,0.0,0.0,8.226,0.0,0.0,25.462
515,8.0,37.0,6.25,0.25,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
516,8.0,38.0,6.6,0.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
517,8.0,39.0,6.75,0.5,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,8.0,40.0,7.0,0.75,-0.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
519,8.0,41.0,7.5,0.75,-0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,8.0,42.0,7.6,0.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
521,8.0,43.0,7.75,0.75,0.25,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,8.0,44.0,6.6,0.4,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
523,8.0,45.0,6.0,0.5,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,8.0,-32.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,8.0,-31.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
526,8.0,-30.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,8.0,-27.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,8.0,-26.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,8.0,-25.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,8.0,-24.0,,,,,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,8.0,-23.0,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
532,8.0,-22.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
533,8.0,-21.0,,,,,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
534,8.0,-19.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
535,8.0,-17.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,8.0,-16.0,,,,,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
537,8.0,-15.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,8.0,-14.0,,,,,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,8.0,-12.0,,,,,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,8.0,-11.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
541,8.0,-9.0,,,,,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,8.0,-5.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
543,8.0,-4.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
544,8.0,-3.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
545,8.0,-2.0,,,,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,8.0,-1.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
547,8.0,-20.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
548,8.0,-13.0,,,,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,9.0,0.0,5.5,-0.5,0.0,,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
550,9.0,12.0,7.0,1.0,-0.5,0.14829053656064528,6065.7110004425085,2.0,0.0,207.387,0.0,930.649,0.0,0.0,4393.594,0.0,5.052,0.0
551,9.0,13.0,6.75,0.75,0.0,0.1121886973180077,10478.017000198368,9.0,0.0,3861.542,0.0,2540.5709999999995,0.0,0.0,3569.3729999999996,0.0,14.169,0.0
552,9.0,14.0,6.75,1.0,1.0,0.12607506942792832,9956.59399938583,5.0,0.0,1001.0590000000002,0.0,1318.0680000000002,0.0,0.0,1167.0039999999997,101.11800000000001,8.120000000000001,0.0
553,9.0,15.0,5.8,0.25,-0.2,0.05000266928833759,3085.1560006141663,1.0,0.0,473.693,0.0,790.7080000000001,0.0,0.0,914.519,0.0,15.116999999999997,0.0
554,9.0,16.0,6.4,0.4,0.4,0.07254649006645172,3845.6270000934614,1.0,0.0,411.65100000000007,11.04,633.707,11.03,17.189,939.671,772.3990000000002,0.0,0.0
555,9.0,17.0,6.4,0.75,0.4,0.14079215484201238,8892.608999252321,2.0,0.0,751.292,55.378,2928.829,3.766,0.0,3253.437,68.07900000000001,0.0,0.0
556,9.0,18.0,6.0,0.3333333333333333,-0.4,0.14706022748475056,13215.448000431054,3.0,0.0,759.095,128.498,2319.867,0.0,397.502,2587.3720000000003,25.71,0.0,0.0
557,9.0,19.0,5.4,0.0,0.4,0.15734126984126984,10063.442001819609,3.0,0.0,1194.806,133.62,2760.7750000000005,0.0,848.027,4213.197,373.78600000000006,0.0,0.0
558,9.0,20.0,6.5,0.6666666666666666,0.75,0.13877989048726835,7406.303998708725,8.0,3.0,359.466,0.0,1244.954,0.0,525.137,2331.8979999999997,1689.1170000000002,0.0,0.0
559,9.0,21.0,6.2,0.4,0.0,0.15029831343020303,4866.7180008888245,3.0,1.0,1451.876,39.611000000000004,212.44,4.009,0.0,2087.2580000000003,214.084,0.0,0.0
560,9.0,22.0,6.25,0.75,0.25,0.08721111947339884,2818.029000282286,0.0,0.0,636.3249999999999,0.0,165.981,0.0,0.0,1061.8390000000002,346.34400000000005,0.0,0.0
561,9.0,23.0,6.4,1.0,0.2,0.12565511935667534,5998.4570002555865,0.0,0.0,777.991,49.379,654.4440000000002,108.33800000000001,5.0360000000000005,2723.0260000000003,248.58500000000004,42.897999999999996,0.0
562,9.0,24.0,6.25,0.25,0.0,0.11765497159315708,7995.541000366211,2.0,0.0,1452.7679999999998,196.12099999999998,1390.59,0.0,98.882,3365.6450000000004,117.344,0.0,0.0
563,9.0,25.0,5.25,-0.5,0.0,0.16551672904404247,11045.185998439789,0.0,0.0,2337.6539999999995,38.118,1768.8440000000003,179.81299999999996,179.947,3970.779,65.869,17.396,0.0
564,9.0,26.0,6.4,0.6,0.2,0.13382078343157316,7782.5139997005435,0.0,0.0,438.221,0.0,547.551,5.149,0.0,4960.509,0.0,0.0,0.0
565,9.0,27.0,6.6,1.0,-0.5,0.07151068346684088,4888.1749980449695,2.0,0.0,381.99099999999993,0.0,169.195,0.0,0.0,2574.388,232.48200000000003,0.0,0.0
566,9.0,28.0,6.8,0.8,0.0,0.08403201429421403,7295.19900035858,0.0,0.0,673.54,0.0,1886.5419999999997,0.0,11.059,2253.308,597.0329999999999,12.068,0.0
567,9.0,29.0,5.6,0.0,0.6,0.09538332496422719,8651.996002197266,3.0,0.0,1137.7169999999999,0.0,1637.873,0.0,45.218,4090.987,156.096,5.019,0.0
568,9.0,30.0,6.6,0.8,-0.4,0.08742418577600534,7834.323999404909,1.0,0.0,1671.0330000000001,22.081000000000003,1086.8190000000002,0.0,0.0,3227.4790000000003,0.0,10.109,0.0
569,9.0,31.0,6.8,1.0,0.2,0.12005049713493483,7183.024999380113,6.0,0.0,277.298,40.322,2162.354,0.0,173.56599999999997,3179.647,0.0,5.127999999999999,0.0
570,9.0,32.0,7.0,1.0,0.0,0.198099232603957,7032.783002853394,3.0,2.0,990.051,0.0,2180.453,0.0,0.0,1828.739,129.132,0.0,0.0
571,9.0,33.0,6.8,0.8,-0.6,0.13106163600075882,7747.718999624252,2.0,0.0,434.02,49.768,1762.53,0.0,125.091,3914.188,262.06300000000005,5.022,0.0
572,9.0,34.0,6.6,0.8,-0.6,0.07997912314877687,5904.472999334334,0.0,0.0,768.6219999999998,9.264,315.754,0.0,0.0,3149.413,476.158,4.026,0.0
573,9.0,35.0,5.8,0.4,0.4,0.16716522568030542,7279.017001152037,4.0,2.0,862.0150000000001,0.0,1422.102,0.0,0.0,2462.619,93.026,0.0,0.0
574,9.0,36.0,6.4,1.0,0.4,0.22026726549487374,15072.072999715812,0.0,0.0,1323.4270000000001,0.0,744.578,550.414,82.47,4599.367000000001,430.585,7.142,0.0
575,9.0,37.0,6.0,0.75,-0.25,0.0702309086923999,4222.318999528884,1.0,0.0,110.981,0.0,1039.4610000000002,61.195,0.0,1880.2910000000002,83.25099999999999,3.0380000000000003,0.0
576,9.0,38.0,6.5,1.0,0.25,0.16462706487320147,18346.558000326168,2.0,0.0,5768.909000000001,35.153000000000006,3176.774,0.0,0.0,5208.823,1367.324,4.1560000000000015,0.0
577,9.0,39.0,5.8,0.8,0.0,0.1144938873347398,5621.264999151228,6.0,0.0,626.889,0.0,546.1610000000001,0.0,44.187,3131.532,256.502,0.0,0.0
578,9.0,40.0,6.6,0.6,-0.6,0.08522280013775359,6934.605998277665,1.0,0.0,745.889,109.329,289.282,0.0,164.13799999999998,3729.0739999999996,659.855,0.0,0.0
579,9.0,41.0,5.6,0.2,0.2,0.13467870198927026,4744.062000751495,3.0,1.0,97.38900000000001,78.27000000000001,511.947,0.0,0.0,1831.1259999999997,782.1739999999999,36.423,44.409
580,9.0,42.0,7.0,1.0,0.25,0.3325771057511279,3425.820999383924,6.0,0.0,337.142,0.0,293.235,0.0,0.0,1013.5759999999999,761.637,0.0,22.066
581,9.0,43.0,6.0,0.75,0.0,0.19347949106485993,5069.173999309538,1.0,0.0,624.5050000000002,0.0,295.28999999999996,0.0,15.093,1675.0120000000002,1366.3989999999997,0.0,86.67200000000003
582,9.0,44.0,6.6,1.0,-0.6,0.0853976874322089,3979.294000387193,2.0,8.0,378.06100000000004,63.189,740.361,0.0,0.0,1723.733,128.399,0.0,0.0
583,9.0,45.0,6.0,1.0,-0.4,0.07919763729171322,6085.489000082016,4.0,0.0,359.93899999999996,0.0,863.1790000000001,0.0,171.43,3697.746,0.0,0.0,0.0
584,9.0,46.0,6.25,0.6666666666666666,-0.25,0.12199319253000578,6141.152999639511,2.0,0.0,1044.383,0.0,1570.289,0.0,36.22,2048.4139999999998,476.321,4.11,0.0
585,9.0,47.0,6.2,0.5,-0.2,0.09557003863382328,10759.314000368111,0.0,2.0,956.8370000000002,434.079,2178.9899999999993,181.611,71.407,3774.002,284.95399999999995,5.048000000000002,0.0
586,9.0,48.0,5.5,0.5,0.0,0.1309995432502886,17130.235999345776,1.0,0.0,2755.815,249.135,2517.301,0.0,37.361999999999995,5042.722,245.935,4.063,0.0
587,9.0,49.0,5.6,0.2,-0.4,0.08514009749880902,5445.758001565933,1.0,1.0,474.13500000000005,52.151,961.563,0.0,70.349,2205.7499999999995,1.026,22.674,0.0
588,9.0,50.0,4.8,-0.2,-0.8,0.11459872269952807,7504.151001453398,0.0,0.0,1252.722,0.0,356.15700000000004,0.0,0.0,4638.61,0.0,0.0,0.0
589,9.0,51.0,6.0,0.3333333333333333,0.0,0.03204185520361988,2281.6200006008153,2.0,0.0,135.69299999999998,0.0,1019.5729999999999,0.0,0.0,517.579,0.0,0.0,0.0
590,9.0,-23.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,9.0,-22.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,9.0,-21.0,,,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,9.0,-20.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,9.0,-19.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,9.0,-17.0,,,,,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,9.0,-16.0,,,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,9.0,-15.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,9.0,-14.0,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,9.0,-13.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,9.0,-12.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,9.0,-11.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,9.0,-8.0,,,,,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,9.0,-7.0,,,,,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,9.0,-5.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,9.0,-3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,9.0,-1.0,,,,,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,9.0,1.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,9.0,3.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,9.0,4.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,9.0,5.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,9.0,6.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,9.0,10.0,,,,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,9.0,-24.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,9.0,-10.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,9.0,-6.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,10.0,0.0,7.0,1.0,-2.0,,1252.236999988556,1.0,0.0,73.508,0.0,513.395,0.0,0.0,174.092,0.0,0.0,0.0
617,10.0,1.0,7.8,1.4,0.2,,7292.196001768112,0.0,3.0,100.104,0.0,4896.720000000001,0.0,0.0,938.9980000000002,2862.4149999999995,0.0,0.0
618,10.0,2.0,7.0,0.4,0.2,,4634.640998601915,0.0,3.0,671.0500000000001,0.0,3284.4959999999996,0.0,0.0,565.078,0.0,0.0,0.0
619,10.0,3.0,6.4,0.2,-1.0,,4920.903999090193,0.0,0.0,37.964,0.0,649.433,0.0,0.0,571.198,0.0,0.0,0.0
620,10.0,4.0,6.6,0.8,0.0,,3146.8159987926483,0.0,0.0,0.0,0.0,1015.1310000000001,0.0,0.0,426.51000000000005,236.14800000000002,12.517999999999999,0.0
621,10.0,5.0,7.0,0.8,-0.2,,2748.7139985561375,0.0,0.0,2464.328,0.0,5882.241000000002,0.0,0.0,416.742,0.0,0.0,0.0
622,10.0,6.0,7.8,1.2,-0.2,,15164.403999090207,0.0,0.0,1074.9009999999998,0.0,9544.346000000001,0.0,0.0,294.512,0.0,0.0,0.0
623,10.0,7.0,6.4,0.2,0.8,0.2875173962358836,8615.40499901772,0.0,0.0,670.754,0.0,7656.217000000001,0.0,0.0,497.604,0.0,0.0,0.0
624,10.0,8.0,6.4,0.6,0.6,0.08464871219157337,12928.499998092655,0.0,2.0,1224.32,0.0,14123.689999999999,0.0,0.0,162.78900000000002,47.006,0.0,0.0
625,10.0,9.0,8.4,1.6,1.4,0.09397349961866085,12328.15699982643,0.0,0.0,2283.683,0.0,8514.374,0.0,0.0,654.827,0.0,0.0,0.0
626,10.0,10.0,7.4,1.0,1.6,0.11916263386851622,6527.276000261305,0.0,2.0,631.9680000000001,0.0,5841.737999999999,0.0,0.0,249.13300000000004,0.0,0.0,0.0
627,10.0,11.0,8.8,1.8,1.0,0.3074129857071034,4688.187000513077,2.0,0.0,944.2940000000001,0.0,3140.384,0.0,0.0,186.043,0.0,0.0,0.0
628,10.0,12.0,7.6,1.8,1.2,0.09856848536516054,5026.9479994773865,0.0,0.0,208.49699999999999,0.0,4322.161,0.0,0.0,381.363,550.99,25.496,0.0
629,10.0,13.0,8.4,1.0,-1.0,0.303655124259914,9064.927999734879,1.0,1.0,807.299,0.0,7317.156,0.0,0.0,244.40900000000002,0.0,0.0,0.0
630,10.0,14.0,7.4,1.0,-1.2,0.10809412957208692,8565.003998994824,0.0,1.0,733.764,0.0,7266.264999999999,0.0,0.0,352.81600000000003,289.617,0.0,0.0
631,10.0,15.0,7.6,1.2,-1.0,0.3355837397178655,12150.351999759672,0.0,0.0,1870.3230000000003,0.0,5064.351000000001,0.0,33.368,2989.3139999999994,263.01500000000004,0.0,0.0
632,10.0,16.0,7.2,1.0,-1.8,0.3700853779840849,5617.916001319886,0.0,0.0,713.427,0.0,5104.884,0.0,0.0,650.089,0.0,43.997,0.0
