,Unnamed: 0,Unnamed: 0.1,Participant,Day,Mood,Valence,Arousal,Activity,Screen,Calls,SMS,Entertainment,Finance,Communication,Games,Office,Social,Travel,Utilities,Weather,Target,Mood (t-1),Mood (t-2),Mood (t-3),Mood (t-4),Mood (t-5),Mood (t-6),Mood (t-10),Mood (t-28),Valence (t-1),Valence (t-2),Valence (t-3),Arousal (t-1),Arousal (t-2),Arousal (t-3),Activity (t-1),Activity (t-2),Activity (t-3),Screen (t-1),Screen (t-2),Screen (t-3)
275,403,403,6.0,42.0,5.0,0.5,-2.0,0.02414791881612267,7197.648000955588,0.0,0.0,1436.8970000000004,0.0,10321.694,0.0,0.0,418.836,0.0,0.0,0.0,5.0,5.0,6.75,6.0,5.4,3.333333333333333,5.6,3.0,5.5,0.0,0.75,0.4,-2.0,0.25,-0.6,0.1346382476724499,0.09448967086834738,0.013407752824023428,6649.512000322343,14356.782003402705,9327.362001657482
276,404,404,6.0,43.0,5.0,-0.3333333333333333,-1.6666666666666667,0.10358452683650243,5441.058000802992,0.0,0.0,432.47399999999993,0.0,4111.216999999999,0.0,0.0,817.0210000000003,0.0,0.0,0.0,6.2,5.0,5.0,6.75,6.0,5.4,3.333333333333333,6.6,6.2,0.5,0.0,0.75,-2.0,-2.0,0.25,0.02414791881612267,0.1346382476724499,0.09448967086834738,7197.648000955588,6649.512000322343,14356.782003402705
277,405,405,6.0,44.0,6.2,0.6,-0.6,0.05910464220123315,5961.156999111179,0.0,0.0,166.687,0.0,6094.439,0.0,0.0,828.2529999999997,0.0,0.0,0.0,5.666666666666668,5.0,5.0,5.0,6.75,6.0,5.4,6.0,6.5,-0.3333333333333333,0.5,0.0,-1.6666666666666667,-2.0,-2.0,0.10358452683650243,0.02414791881612267,0.1346382476724499,5441.058000802992,7197.648000955588,6649.512000322343
278,406,406,6.0,45.0,5.666666666666668,0.0,-0.6666666666666666,0.07569444444444444,1797.8099997043612,1.0,0.0,303.578,0.0,294.107,0.0,0.0,872.0,0.0,0.0,0.0,8.0,6.2,5.0,5.0,5.0,6.75,6.0,6.0,6.0,0.6,-0.3333333333333333,0.5,-0.6,-1.6666666666666667,-2.0,0.05910464220123315,0.10358452683650243,0.02414791881612267,5961.156999111179,5441.058000802992,7197.648000955588
279,407,407,6.0,46.0,8.0,1.0,-1.0,0.08229166666666671,2201.717000484466,0.0,0.0,153.38800000000006,0.0,2160.107,0.0,0.0,251.575,0.0,0.0,0.0,5.5,5.666666666666668,6.2,5.0,5.0,5.0,6.75,5.6,6.75,0.0,0.6,-0.3333333333333333,-0.6666666666666666,-0.6,-1.6666666666666667,0.07569444444444444,0.05910464220123315,0.10358452683650243,1797.8099997043612,5961.156999111179,5441.058000802992
280,408,408,6.0,47.0,5.5,0.5,-1.5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.666666666666668,6.2,5.0,5.0,5.0,3.333333333333333,5.4,1.0,0.0,0.6,-1.0,-0.6666666666666666,-0.6,0.08229166666666671,0.07569444444444444,0.05910464220123315,2201.717000484466,1797.8099997043612,5961.156999111179
281,411,411,7.0,0.0,6.333333333333332,0.3333333333333333,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,412,412,7.0,1.0,7.2,0.6,-0.6,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,6.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
283,413,413,7.0,2.0,7.4,1.2,0.6,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.2,6.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.3333333333333333,0.0,-0.6,0.0,0.0,,,0.0,0.0,0.0,0.0
284,414,414,7.0,3.0,7.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,7.4,7.2,6.333333333333332,0.0,0.0,0.0,0.0,0.0,1.2,0.6,0.3333333333333333,0.6,-0.6,0.0,,,,0.0,0.0,0.0
285,415,415,7.0,4.0,7.2,1.2,-1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,7.0,7.4,7.2,6.333333333333332,0.0,0.0,0.0,0.0,1.0,1.2,0.6,0.0,0.6,-0.6,,,,0.0,0.0,0.0
286,416,416,7.0,5.0,6.8,0.6,-1.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,7.2,7.0,7.4,7.2,6.333333333333332,0.0,0.0,0.0,1.2,1.0,1.2,-1.0,0.0,0.6,,,,0.0,0.0,0.0
287,417,417,7.0,6.0,6.6,0.4,0.4,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.8,7.2,7.0,7.4,7.2,6.333333333333332,0.0,0.0,0.6,1.2,1.0,-1.0,-1.0,0.0,,,,0.0,0.0,0.0
288,418,418,7.0,7.0,7.0,1.0,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,6.6,6.8,7.2,7.0,7.4,7.2,0.0,0.0,0.4,0.6,1.2,0.4,-1.0,-1.0,,,,0.0,0.0,0.0
289,419,419,7.0,8.0,6.6,0.6,0.0,,825.9980003833763,0.0,11.0,0.0,0.0,287.188,0.0,0.0,200.951,0.0,13.062,0.0,7.4,7.0,6.6,6.8,7.2,7.0,7.4,0.0,0.0,1.0,0.4,0.6,0.6,0.4,-1.0,,,,0.0,0.0,0.0
290,420,420,7.0,9.0,7.4,1.2,-0.2,,3377.382000684738,0.0,11.0,0.0,0.0,382.769,0.0,0.0,861.5070000000003,1277.345,20.109,0.0,6.4,6.6,7.0,6.6,6.8,7.2,7.0,0.0,0.0,0.6,1.0,0.4,0.0,0.6,0.4,,,,825.9980003833763,0.0,0.0
291,421,421,7.0,10.0,6.4,0.6,-0.6,,1200.8120002746593,0.0,3.0,77.59,0.0,382.204,0.0,17.086,581.6880000000001,0.0,0.0,0.0,7.0,7.4,6.6,7.0,6.6,6.8,7.2,6.333333333333332,0.0,1.2,0.6,1.0,-0.2,0.0,0.6,,,,3377.382000684738,825.9980003833763,0.0
292,422,422,7.0,11.0,7.0,1.25,-1.25,,2440.102999925613,0.0,0.0,0.0,0.0,1753.4620000000002,0.0,0.0,469.405,0.0,11.119000000000002,0.0,5.4,6.4,7.4,6.6,7.0,6.6,6.8,7.2,0.0,0.6,1.2,0.6,-0.6,-0.2,0.0,,,,1200.8120002746593,3377.382000684738,825.9980003833763
293,423,423,7.0,12.0,5.4,0.2,0.0,0.00555555555555555,1418.6890001296988,0.0,0.0,0.0,0.0,5763.016,0.0,0.0,6973.934,0.0,0.0,0.0,6.4,7.0,6.4,7.4,6.6,7.0,6.6,7.4,0.0,1.25,0.6,1.2,-1.25,-0.6,-0.2,,,,2440.102999925613,1200.8120002746593,3377.382000684738
294,424,424,7.0,13.0,6.4,0.6,-0.2,0.02849136178193787,1318.1699995994568,0.0,0.0,142.79,0.0,716.8960000000002,0.0,0.0,403.437,0.0,0.0,0.0,7.0,5.4,7.0,6.4,7.4,6.6,7.0,7.0,0.0,0.2,1.25,0.6,0.0,-1.25,-0.6,0.00555555555555555,,,1418.6890001296988,2440.102999925613,1200.8120002746593
295,425,425,7.0,14.0,7.0,1.0,-0.2,0.0630171632209882,1827.459999084472,1.0,0.0,26.471,0.0,1011.71,0.0,0.0,655.237,0.0,18.195999999999998,0.0,6.4,6.4,5.4,7.0,6.4,7.4,6.6,7.2,0.0,0.6,0.2,1.25,-0.2,0.0,-1.25,0.02849136178193787,0.00555555555555555,,1318.1699995994568,1418.6890001296988,2440.102999925613
296,426,426,7.0,15.0,6.4,0.8,-0.2,0.05752387767589225,1096.5499994754794,0.0,1.0,0.0,0.0,279.44,0.0,0.0,669.326,0.0,0.0,0.0,6.6,7.0,6.4,5.4,7.0,6.4,7.4,6.8,0.0,1.0,0.6,0.2,-0.2,-0.2,0.0,0.0630171632209882,0.02849136178193787,0.00555555555555555,1827.459999084472,1318.1699995994568,1418.6890001296988
297,427,427,7.0,16.0,6.6,0.6,-0.4,0.008942302364652675,2857.9249997138977,0.0,4.0,0.0,0.0,2477.42,0.0,0.0,1085.183,0.0,48.316,0.0,6.4,6.4,7.0,6.4,5.4,7.0,6.4,6.6,0.0,0.8,1.0,0.6,-0.2,-0.2,-0.2,0.05752387767589225,0.0630171632209882,0.02849136178193787,1096.5499994754794,1827.459999084472,1318.1699995994568
298,428,428,7.0,17.0,6.4,0.8,-0.4,0.02223145445234952,866.5940003395077,0.0,0.0,0.0,0.0,4329.022,0.0,0.0,452.75699999999995,89.93799999999996,16.075,0.0,7.2,6.6,6.4,7.0,6.4,5.4,7.0,7.0,0.0,0.6,0.8,1.0,-0.4,-0.2,-0.2,0.008942302364652675,0.05752387767589225,0.0630171632209882,2857.9249997138977,1096.5499994754794,1827.459999084472
299,429,429,7.0,18.0,7.2,0.8,-0.2,0.04218482538831056,1374.581000328064,2.0,0.0,0.0,0.0,372.317,0.0,0.0,1612.9349999999995,323.241,82.45100000000002,0.0,6.8,6.4,6.6,6.4,7.0,6.4,5.4,6.6,0.0,0.8,0.6,0.8,-0.4,-0.4,-0.2,0.02223145445234952,0.008942302364652675,0.05752387767589225,866.5940003395077,2857.9249997138977,1096.5499994754794
300,430,430,7.0,19.0,6.8,1.0,-0.8,0.046307912762661635,1967.9929997921,0.0,0.0,0.0,0.0,194.055,0.0,0.0,1700.2120000000002,0.0,11.062999999999999,0.0,7.2,7.2,6.4,6.6,6.4,7.0,6.4,7.4,0.0,0.8,0.8,0.6,-0.2,-0.4,-0.4,0.04218482538831056,0.02223145445234952,0.008942302364652675,1374.581000328064,866.5940003395077,2857.9249997138977
301,431,431,7.0,20.0,7.2,1.0,-0.6,0.016897661842514785,726.2829999923707,0.0,1.0,89.12,0.0,1469.956,0.0,0.0,441.33099999999996,0.0,0.0,0.0,6.5,6.8,7.2,6.4,6.6,6.4,7.0,6.4,0.0,1.0,0.8,0.8,-0.8,-0.2,-0.4,0.046307912762661635,0.04218482538831056,0.02223145445234952,1967.9929997921,1374.581000328064,866.5940003395077
302,432,432,7.0,21.0,6.5,0.5,-0.25,0.08950139311864186,1818.4510009288795,0.0,5.0,112.399,0.0,895.0110000000003,0.0,161.499,413.674,0.0,11.029000000000002,0.0,6.333333333333332,7.2,6.8,7.2,6.4,6.6,6.4,7.0,0.0,1.0,1.0,0.8,-0.6,-0.8,-0.2,0.016897661842514785,0.046307912762661635,0.04218482538831056,726.2829999923707,1967.9929997921,1374.581000328064
303,433,433,7.0,22.0,6.333333333333332,0.5,0.0,0.08701150136063529,2483.282000303269,0.0,6.0,0.0,0.0,1976.7879999999998,0.0,0.0,2145.012,0.0,24.05,0.0,6.25,6.5,7.2,6.8,7.2,6.4,6.6,5.4,0.0,0.5,1.0,1.0,-0.25,-0.6,-0.8,0.08950139311864186,0.016897661842514785,0.046307912762661635,1818.4510009288795,726.2829999923707,1967.9929997921
304,434,434,7.0,23.0,6.25,0.5,-0.25,0.016559762046113646,1936.6580002307892,1.0,12.0,0.0,0.0,959.2560000000003,0.0,0.0,706.4010000000003,0.0,0.0,0.0,7.166666666666668,6.333333333333332,6.5,7.2,6.8,7.2,6.4,6.4,0.0,0.5,0.5,1.0,0.0,-0.25,-0.6,0.08701150136063529,0.08950139311864186,0.016897661842514785,2483.282000303269,1818.4510009288795,726.2829999923707
305,435,435,7.0,24.0,7.166666666666668,1.0,-0.16666666666666666,0.02494412062743703,1191.82900071144,0.0,2.0,64.889,0.0,536.168,0.0,0.0,445.501,0.0,0.0,0.0,6.8,6.25,6.333333333333332,6.5,7.2,6.8,7.2,7.0,0.0,0.5,0.5,0.5,-0.25,0.0,-0.25,0.016559762046113646,0.08701150136063529,0.08950139311864186,1936.6580002307892,2483.282000303269,1818.4510009288795
306,436,436,7.0,25.0,6.8,0.6,0.0,0.0784470781932718,779.892998933792,0.0,0.0,0.0,0.0,218.915,0.0,0.0,506.55500000000006,0.0,0.0,0.0,7.6,7.166666666666668,6.25,6.333333333333332,6.5,7.2,6.8,6.4,0.0,1.0,0.5,0.5,-0.16666666666666666,-0.25,0.0,0.02494412062743703,0.016559762046113646,0.08701150136063529,1191.82900071144,1936.6580002307892,2483.282000303269
307,437,437,7.0,26.0,7.6,1.2,0.0,0.07893465181771635,1670.540999650955,0.0,0.0,20.184,0.0,1230.323,0.0,0.0,457.4219999999999,0.0,14.035,0.0,7.2,6.8,7.166666666666668,6.25,6.333333333333332,6.5,7.2,6.6,0.0,0.6,1.0,0.5,0.0,-0.16666666666666666,-0.25,0.0784470781932718,0.02494412062743703,0.016559762046113646,779.892998933792,1191.82900071144,1936.6580002307892
308,438,438,7.0,27.0,7.2,1.0,-1.0,0.06235385458531235,2074.4190006256117,0.0,0.0,92.105,0.0,1623.59,0.0,0.0,974.317,0.0,3.005,0.0,6.6,7.6,6.8,7.166666666666668,6.25,6.333333333333332,6.5,6.4,0.0,1.2,0.6,1.0,0.0,0.0,-0.16666666666666666,0.07893465181771635,0.0784470781932718,0.02494412062743703,1670.540999650955,779.892998933792,1191.82900071144
309,439,439,7.0,28.0,6.6,0.8,-0.4,0.008289547359385427,696.8100006580353,0.0,0.0,19.154,0.0,1809.842,0.0,0.0,208.18600000000004,0.0,20.146,0.0,7.0,7.2,7.6,6.8,7.166666666666668,6.25,6.333333333333332,7.2,6.333333333333332,1.0,1.2,0.6,-1.0,0.0,0.0,0.06235385458531235,0.07893465181771635,0.0784470781932718,2074.4190006256117,1670.540999650955,779.892998933792
310,440,440,7.0,29.0,7.0,1.3333333333333333,0.0,0.07876788563729692,2837.617998838425,0.0,0.0,0.0,0.0,2364.911,0.0,0.0,758.8560000000001,0.0,50.577,0.0,7.5,6.6,7.2,7.6,6.8,7.166666666666668,6.25,6.8,7.2,0.8,1.0,1.2,-0.4,-1.0,0.0,0.008289547359385427,0.06235385458531235,0.07893465181771635,696.8100006580353,2074.4190006256117,1670.540999650955
311,441,441,7.0,30.0,7.5,1.25,0.25,0.03112397258727364,1265.5080008506782,2.0,0.0,0.0,0.0,863.4719999999996,0.0,0.0,1643.455,0.0,9.065,0.0,7.4,7.0,6.6,7.2,7.6,6.8,7.166666666666668,7.2,7.4,1.3333333333333333,0.8,1.0,0.0,-0.4,-1.0,0.07876788563729692,0.008289547359385427,0.06235385458531235,2837.617998838425,696.8100006580353,2074.4190006256117
312,442,442,7.0,31.0,7.4,1.2,0.2,0.12841414141414145,1735.4479999542239,0.0,0.0,76.908,0.0,951.811,0.0,0.0,633.5210000000002,0.0,17.057000000000002,0.0,7.6,7.5,7.0,6.6,7.2,7.6,6.8,6.5,7.0,1.25,1.3333333333333333,0.8,0.25,0.0,-0.4,0.03112397258727364,0.07876788563729692,0.008289547359385427,1265.5080008506782,2837.617998838425,696.8100006580353
313,443,443,7.0,32.0,7.6,1.25,0.0,0.007280235288804587,1296.008000373841,0.0,0.0,11.032,0.0,331.962,0.0,0.0,532.817,0.0,11.055,0.0,7.0,7.4,7.5,7.0,6.6,7.2,7.6,6.333333333333332,7.2,1.2,1.25,1.3333333333333333,0.2,0.25,0.0,0.12841414141414145,0.03112397258727364,0.07876788563729692,1735.4479999542239,1265.5080008506782,2837.617998838425
314,444,444,7.0,33.0,7.0,1.0,0.0,0.10247313379515044,4442.0539984703055,1.0,6.0,368.396,0.0,2379.268,0.0,0.0,1248.486,0.0,0.0,0.0,6.5,7.6,7.4,7.5,7.0,6.6,7.2,6.25,6.8,1.25,1.2,1.25,0.0,0.2,0.25,0.007280235288804587,0.12841414141414145,0.03112397258727364,1296.008000373841,1735.4479999542239,1265.5080008506782
315,445,445,7.0,34.0,6.5,0.5,-0.25,0.05814829222796919,2564.487000942229,0.0,0.0,93.167,0.0,1572.274,0.0,0.0,1078.93,0.0,31.197,0.0,6.25,7.0,7.6,7.4,7.5,7.0,6.6,7.166666666666668,6.6,1.0,1.25,1.2,0.0,0.0,0.2,0.10247313379515044,0.007280235288804587,0.12841414141414145,4442.0539984703055,1296.008000373841,1735.4479999542239
316,446,446,7.0,35.0,6.25,0.5,0.25,0.04036626596543953,2404.400000333786,0.0,0.0,0.0,0.0,1770.142,0.0,0.0,1990.7610000000006,0.0,6.016,0.0,7.6,6.5,7.0,7.6,7.4,7.5,7.0,6.8,7.0,0.5,1.0,1.25,-0.25,0.0,0.0,0.05814829222796919,0.10247313379515044,0.007280235288804587,2564.487000942229,4442.0539984703055,1296.008000373841
317,447,447,7.0,36.0,7.6,1.4,1.2,0.20657326274273785,4360.754999876021,0.0,0.0,230.726,0.0,3161.7430000000004,0.0,0.0,877.273,0.0,47.583,0.0,7.6,6.25,6.5,7.0,7.6,7.4,7.5,7.6,6.6,0.5,0.5,1.0,0.25,-0.25,0.0,0.04036626596543953,0.05814829222796919,0.10247313379515044,2404.400000333786,2564.487000942229,4442.0539984703055
318,448,448,7.0,37.0,7.6,1.0,0.6,0.07413554916192039,1581.9210007190704,1.0,0.0,32.147,0.0,452.74799999999993,0.0,0.0,990.3209999999997,0.0,3.01,0.0,7.0,7.6,6.25,6.5,7.0,7.6,7.4,7.2,7.4,1.4,0.5,0.5,1.2,0.25,-0.25,0.20657326274273785,0.04036626596543953,0.05814829222796919,4360.754999876021,2404.400000333786,2564.487000942229
319,449,449,7.0,38.0,7.0,0.8,0.0,0.025027439155129103,767.0680000782013,0.0,0.0,0.0,0.0,1912.357,0.0,0.0,519.4630000000002,0.0,0.0,0.0,7.6,7.6,7.6,6.25,6.5,7.0,7.6,6.6,6.4,1.0,1.4,0.5,0.6,1.2,0.25,0.07413554916192039,0.20657326274273785,0.04036626596543953,1581.9210007190704,4360.754999876021,2404.400000333786
320,450,450,7.0,39.0,7.6,1.2,0.0,0.0048270957916190715,2078.960000276566,0.0,0.0,221.563,0.0,658.403,0.0,0.0,2874.220000000001,0.0,5.043,0.0,6.6,7.0,7.6,7.6,6.25,6.5,7.0,7.0,7.0,0.8,1.0,1.4,0.0,0.6,1.2,0.025027439155129103,0.07413554916192039,0.20657326274273785,767.0680000782013,1581.9210007190704,4360.754999876021
321,451,451,7.0,40.0,6.6,0.6,0.2,0.06490308655585147,3426.076000928881,0.0,0.0,81.273,0.0,1931.73,0.0,45.24100000000001,1121.678,0.0,31.393,0.0,6.4,7.6,7.0,7.6,7.6,6.25,6.5,7.5,5.4,1.2,0.8,1.0,0.0,0.0,0.6,0.0048270957916190715,0.025027439155129103,0.07413554916192039,2078.960000276566,767.0680000782013,1581.9210007190704
322,452,452,7.0,41.0,6.4,0.6,-0.8,0.03409090909090909,3149.477999210361,0.0,0.0,36.189,0.0,2067.439,0.0,0.0,711.717,0.0,0.0,0.0,6.6,6.6,7.6,7.0,7.6,7.6,6.25,7.4,6.4,0.6,1.2,0.8,0.2,0.0,0.0,0.06490308655585147,0.0048270957916190715,0.025027439155129103,3426.076000928881,2078.960000276566,767.0680000782013
323,453,453,7.0,42.0,6.6,0.8,-0.6,0.06859735641438541,1724.2629995346067,0.0,0.0,22.458,0.0,853.409,0.0,48.299,595.5500000000002,0.0,33.39,0.0,6.2,6.4,6.6,7.6,7.0,7.6,7.6,7.6,7.0,0.6,0.6,1.2,-0.8,0.2,0.0,0.03409090909090909,0.06490308655585147,0.0048270957916190715,3149.477999210361,3426.076000928881,2078.960000276566
324,454,454,7.0,43.0,6.2,0.8,-1.0,0.09718156742586877,3259.4069993495928,0.0,0.0,144.717,0.0,1016.883,0.0,0.0,676.2249999999998,1114.867,3.0380000000000003,0.0,6.0,6.6,6.4,6.6,7.6,7.0,7.6,7.0,6.4,0.8,0.6,0.6,-0.6,-0.8,0.2,0.06859735641438541,0.03409090909090909,0.06490308655585147,1724.2629995346067,3149.477999210361,3426.076000928881
325,455,455,7.0,44.0,6.0,0.6,-0.4,0.04904198614474039,936.6079995632167,0.0,0.0,0.0,0.0,178.03300000000004,0.0,0.0,678.915,0.0,0.0,0.0,7.8,6.2,6.6,6.4,6.6,7.6,7.0,6.5,6.6,0.8,0.8,0.6,-1.0,-0.6,-0.8,0.09718156742586877,0.06859735641438541,0.03409090909090909,3259.4069993495928,1724.2629995346067,3149.477999210361
326,456,456,7.0,45.0,7.8,1.2,1.4,0.03900289438614025,2355.328998804096,0.0,0.0,88.565,0.0,840.206,0.0,0.0,1092.221,0.0,7.023,0.0,6.4,6.0,6.2,6.6,6.4,6.6,7.6,6.25,6.4,0.6,0.8,0.8,-0.4,-1.0,-0.6,0.04904198614474039,0.09718156742586877,0.06859735641438541,936.6079995632167,3259.4069993495928,1724.2629995346067
327,457,457,7.0,46.0,6.4,0.8,-1.2,0.004899344795389425,1317.5869996547706,0.0,0.0,173.542,0.0,85.04199999999999,0.0,0.0,5884.73,0.0,15.074000000000002,0.0,6.4,7.8,6.0,6.2,6.6,6.4,6.6,7.6,7.2,1.2,0.6,0.8,1.4,-0.4,-1.0,0.03900289438614025,0.04904198614474039,0.09718156742586877,2355.328998804096,936.6079995632167,3259.4069993495928
328,458,458,7.0,47.0,6.4,0.6,-1.0,0.02929495966675192,2076.093999624253,0.0,0.0,437.264,0.0,600.21,0.0,5.032,905.6439999999999,0.0,6.026,0.0,6.0,6.4,7.8,6.0,6.2,6.6,6.4,7.6,6.8,0.8,1.2,0.6,-1.2,1.4,-0.4,0.004899344795389425,0.03900289438614025,0.04904198614474039,1317.5869996547706,2355.328998804096,936.6079995632167
329,459,459,7.0,48.0,6.0,0.4,-0.6,0.07739994303879247,1819.2249996662133,0.0,0.0,21.094,0.0,795.3119999999999,0.0,0.0,843.253,0.0,0.0,0.0,5.6,6.4,6.4,7.8,6.0,6.2,6.6,7.0,7.2,0.6,0.8,1.2,-1.0,-1.2,1.4,0.02929495966675192,0.004899344795389425,0.03900289438614025,2076.093999624253,1317.5869996547706,2355.328998804096
330,460,460,7.0,49.0,5.6,0.4,0.0,0.1249760272490379,1554.5250003337853,0.0,0.0,0.0,0.0,1044.884,0.0,0.0,435.924,0.0,0.0,0.0,6.666666666666668,6.0,6.4,6.4,7.8,6.0,6.2,7.6,6.5,0.4,0.6,0.8,-0.6,-1.0,-1.2,0.07739994303879247,0.02929495966675192,0.004899344795389425,1819.2249996662133,2076.093999624253,1317.5869996547706
331,461,461,7.0,50.0,6.666666666666668,1.0,0.3333333333333333,0.12800591195077682,1965.227999448777,0.0,0.0,82.896,0.0,1270.667,0.0,0.0,554.572,0.0,0.0,0.0,6.333333333333332,5.6,6.0,6.4,6.4,7.8,6.0,6.6,6.333333333333332,0.4,0.4,0.6,0.0,-0.6,-1.0,0.1249760272490379,0.07739994303879247,0.02929495966675192,1554.5250003337853,1819.2249996662133,2076.093999624253
332,462,462,7.0,51.0,6.333333333333332,0.8,0.0,0.028321012544802845,2004.8570005893719,0.0,0.0,0.0,0.0,10351.418,0.0,163.344,812.872,0.0,0.0,0.0,6.0,6.666666666666668,5.6,6.0,6.4,6.4,7.8,6.4,6.25,1.0,0.4,0.4,0.3333333333333333,0.0,-0.6,0.12800591195077682,0.1249760272490379,0.07739994303879247,1965.227999448777,1554.5250003337853,1819.2249996662133
333,463,463,7.0,52.0,6.0,0.25,-0.5,0.047178819444444485,702.6440005302429,0.0,0.0,0.0,0.0,156.572,0.0,0.0,237.624,0.0,0.0,0.0,6.0,6.333333333333332,6.666666666666668,5.6,6.0,6.4,6.4,6.6,7.166666666666668,0.8,1.0,0.4,0.0,0.3333333333333333,0.0,0.028321012544802845,0.12800591195077682,0.1249760272490379,2004.8570005893719,1965.227999448777,1554.5250003337853
334,464,464,7.0,53.0,6.0,0.6666666666666666,-0.8333333333333334,0.00542983716475096,2228.388000011444,0.0,3.0,835.74,0.0,704.7230000000002,0.0,0.0,700.6910000000001,0.0,0.0,0.0,5.8,6.0,6.333333333333332,6.666666666666668,5.6,6.0,6.4,6.2,6.8,0.25,0.8,1.0,-0.5,0.0,0.3333333333333333,0.047178819444444485,0.028321012544802845,0.12800591195077682,702.6440005302429,2004.8570005893719,1965.227999448777
335,465,465,7.0,54.0,5.8,0.6,-0.8,0.02225241545893721,864.7580003738399,0.0,0.0,109.162,0.0,122.743,0.0,0.0,461.776,0.0,0.0,0.0,5.75,6.0,6.0,6.333333333333332,6.666666666666668,5.6,6.0,6.0,7.6,0.6666666666666666,0.25,0.8,-0.8333333333333334,-0.5,0.0,0.00542983716475096,0.047178819444444485,0.028321012544802845,2228.388000011444,702.6440005302429,2004.8570005893719
336,466,466,7.0,55.0,5.75,0.25,-0.25,0.03099614845938376,2025.4379999637604,0.0,0.0,111.408,0.0,1157.159,0.0,0.0,694.2059999999999,0.0,0.0,0.0,6.666666666666668,5.8,6.0,6.0,6.333333333333332,6.666666666666668,5.6,7.8,7.2,0.6,0.6666666666666666,0.25,-0.8,-0.8333333333333334,-0.5,0.02225241545893721,0.00542983716475096,0.047178819444444485,864.7580003738399,2228.388000011444,702.6440005302429
337,467,467,7.0,56.0,6.666666666666668,1.0,-0.5,0.034825039929765,3999.000998735421,0.0,0.0,202.554,0.0,3192.407,0.0,0.0,523.0989999999998,0.0,0.0,0.0,7.0,5.75,5.8,6.0,6.0,6.333333333333332,6.666666666666668,6.4,6.6,0.25,0.6,0.6666666666666666,-0.25,-0.8,-0.8333333333333334,0.03099614845938376,0.02225241545893721,0.00542983716475096,2025.4379999637604,864.7580003738399,2228.388000011444
338,468,468,7.0,57.0,7.0,0.8,0.4,0.03731409855296445,5458.796000480648,0.0,0.0,3751.748,0.0,9933.223000000002,0.0,0.0,442.89700000000005,0.0,202.552,0.0,7.2,6.666666666666668,5.75,5.8,6.0,6.0,6.333333333333332,6.4,7.0,1.0,0.25,0.6,-0.5,-0.25,-0.8,0.034825039929765,0.03099614845938376,0.02225241545893721,3999.000998735421,2025.4379999637604,864.7580003738399
339,469,469,7.0,58.0,7.2,1.0,-0.4,0.18173800770308124,703.1720004081726,0.0,0.0,29.41800000000001,0.0,157.96099999999996,0.0,0.0,436.494,0.0,3.172,0.0,7.4,7.0,6.666666666666668,5.75,5.8,6.0,6.0,6.0,7.5,0.8,1.0,0.25,0.4,-0.5,-0.25,0.03731409855296445,0.034825039929765,0.03099614845938376,5458.796000480648,3999.000998735421,2025.4379999637604
340,470,470,7.0,59.0,7.4,1.0,0.4,0.2218137298647596,883.2579998970032,0.0,0.0,0.0,0.0,1322.47,0.0,0.0,437.165,0.0,44.214,0.0,6.8,7.2,7.0,6.666666666666668,5.75,5.8,6.0,5.6,7.4,1.0,0.8,1.0,-0.4,0.4,-0.5,0.18173800770308124,0.03731409855296445,0.034825039929765,703.1720004081726,5458.796000480648,3999.000998735421
341,471,471,7.0,60.0,6.8,1.0,-0.2,0.04327761276924563,1968.681000471115,1.0,0.0,0.0,0.0,780.0079999999997,0.0,0.0,681.4110000000003,0.0,0.0,0.0,6.666666666666668,7.4,7.2,7.0,6.666666666666668,5.75,5.8,6.666666666666668,7.6,1.0,1.0,0.8,0.4,-0.4,0.4,0.2218137298647596,0.18173800770308124,0.03731409855296445,883.2579998970032,703.1720004081726,5458.796000480648
